alpha,delta,class
19.84795064,-1.168688541,GALAXY
19.87999445,-1.157201614,GALAXY
118.4589852,11.54017419,GALAXY
185.8941396,33.92603022,GALAXY
214.3871458,14.50720435,GALAXY
15.25576587,1.740298453,GALAXY
38.59789465,1.291246812,GALAXY
198.2422673,58.06104684,GALAXY
217.4623618,38.02996548,GALAXY
20.90406871,30.50579371,QSO
240.5181382,37.56481104,GALAXY
241.7865062,36.79814708,GALAXY
235.5908513,41.60962035,QSO
238.0438762,11.04040708,GALAXY
46.37565208,0.726343771,GALAXY
233.4985431,26.84970826,STAR
152.0562714,17.98246007,GALAXY
355.1160023,1.29426363,QSO
285.7272878,40.32775409,STAR
125.8638641,45.05921759,GALAXY
227.3675017,59.87135713,GALAXY
163.7814801,31.89011156,GALAXY
224.6157083,47.15587052,QSO
356.1402484,5.075788757,STAR
9.223230864,2.944581973,GALAXY
247.7301029,14.40750541,GALAXY
200.4078133,28.87626918,GALAXY
329.7785599,-3.315294688,GALAXY
164.4124881,3.637881021,STAR
254.2814654,32.2066822,STAR
229.1085553,51.51602437,QSO
230.8351484,50.6657743,GALAXY
199.1289128,28.8205812,GALAXY
198.4897365,47.3006903,GALAXY
152.1563709,20.25337483,GALAXY
161.9269134,22.14205622,GALAXY
162.7645636,49.04467464,GALAXY
223.6000724,61.09612011,GALAXY
150.1361494,45.75367,GALAXY
187.6344128,42.85064156,GALAXY
218.0601593,25.92503465,GALAXY
58.20686742,-0.601266884,GALAXY
1.406329188,5.175995415,GALAXY
134.2297139,56.13013419,STAR
143.2838248,44.76053974,GALAXY
143.7908658,44.92964863,GALAXY
21.35375731,30.4763293,QSO
137.3339013,29.00214631,GALAXY
302.8534461,-11.2663831,STAR
219.901486,48.89333694,QSO
34.89710003,-3.47286027,GALAXY
128.3892916,1.662336779,GALAXY
145.0368508,2.333948843,GALAXY
177.6770175,57.82465994,QSO
170.4173672,57.25523186,QSO
357.0540345,13.08916871,STAR
248.2119564,39.11943573,STAR
46.01441731,0.631199419,GALAXY
54.40176474,0.774623522,GALAXY
57.83087642,0.677223448,GALAXY
47.48704612,0.697501392,GALAXY
56.48559983,0.727732971,GALAXY
57.58005134,0.729448411,GALAXY
50.48257747,0.768717672,GALAXY
54.60920678,0.770379143,GALAXY
160.7403849,54.51937982,GALAXY
238.0166192,17.6282756,STAR
251.8498701,11.99296072,STAR
230.620749,14.74236677,STAR
355.4315495,6.543206834,GALAXY
28.77763361,2.722931392,GALAXY
204.2896188,28.24179812,GALAXY
227.9149043,22.52451563,GALAXY
193.0385384,29.34456666,GALAXY
195.1282943,29.34127181,GALAXY
206.8786225,27.91378189,GALAXY
166.0167529,56.6106384,STAR
325.0155177,0.886886338,GALAXY
224.6250406,-1.644583075,STAR
123.9498874,43.30255671,GALAXY
210.8424761,6.769214621,GALAXY
131.1172595,29.98757156,GALAXY
148.23193,48.21142732,GALAXY
343.0984316,29.63238471,STAR
172.9799866,57.39978622,QSO
22.85983113,-4.499278134,GALAXY
18.3460654,-4.600745256,QSO
116.9565113,17.67149223,GALAXY
182.4674788,51.13466971,GALAXY
176.0788505,57.78718891,QSO
178.5563945,57.87852858,GALAXY
336.5567794,17.12165467,STAR
248.8548583,0.349894546,STAR
137.1484154,33.22328674,STAR
140.5294453,34.8734206,QSO
141.0513301,35.11709292,GALAXY
129.2911341,36.38096326,GALAXY
346.8910094,29.73509311,GALAXY
27.88057493,-1.190429208,GALAXY
13.06040089,-1.218098805,GALAXY
41.27194979,4.082398805,GALAXY
355.4515202,5.059810417,GALAXY
229.4568205,11.72708217,GALAXY
238.3137774,9.648571022,GALAXY
19.52970291,-10.29312229,STAR
19.69494015,-10.13127261,STAR
160.7658572,27.85783261,GALAXY
140.5306871,14.2299764,GALAXY
184.060571,58.10726153,STAR
185.010049,57.92908927,QSO
236.6207907,40.7975898,QSO
242.5184525,36.84364208,STAR
232.1042599,27.41047737,GALAXY
233.391334,26.8946342,GALAXY
124.6135498,43.97974819,GALAXY
3.99286915,26.75937596,STAR
208.2127568,52.23432177,QSO
242.6059865,36.72274619,QSO
345.6403744,23.46940746,STAR
353.3878237,10.87382767,GALAXY
336.5326492,2.623691873,GALAXY
227.4016038,22.7624166,GALAXY
207.2029358,27.82667941,GALAXY
168.1424211,20.11477763,GALAXY
329.4559359,-3.377363403,GALAXY
150.3069681,19.71412392,GALAXY
142.7508862,13.37056458,STAR
236.7742744,19.33623647,GALAXY
219.6064537,25.1921842,GALAXY
199.385589,28.9868114,GALAXY
240.1114576,18.03554024,GALAXY
188.6704334,3.323675358,GALAXY
134.1526334,55.98471368,STAR
28.7678196,-1.200834513,GALAXY
29.49440824,-1.22092785,GALAXY
5.693842223,-1.107479705,GALAXY
8.717346713,-1.063933403,QSO
14.20628207,-1.170760335,GALAXY
43.99255171,1.115754741,QSO
249.5870862,35.59704117,GALAXY
27.77702973,11.11462786,GALAXY
28.76532557,11.0173538,GALAXY
217.5678906,13.88055933,GALAXY
172.5247154,57.37763328,QSO
222.051326,48.19632542,QSO
351.9905217,1.60881473,GALAXY
26.27191946,11.1395201,GALAXY
238.6088996,20.09103139,QSO
195.3879744,21.18589118,GALAXY
195.2655411,21.30787838,GALAXY
169.3134606,32.91528249,GALAXY
9.257328864,18.4740253,STAR
185.1250544,7.529588679,GALAXY
193.6168281,7.457695123,GALAXY
180.3980366,7.558437647,GALAXY
177.801089,7.627456012,GALAXY
206.9441211,7.05704155,GALAXY
235.9576802,56.42618522,STAR
148.0708607,37.94858944,STAR
339.9315587,24.89342734,QSO
124.1104498,43.64045145,GALAXY
126.3877506,45.4692993,GALAXY
121.6088026,10.45708197,GALAXY
140.9988361,17.2277206,GALAXY
158.2542782,21.50456518,GALAXY
159.9638297,21.63749814,GALAXY
154.5599748,46.98849203,GALAXY
159.0248596,48.15575823,GALAXY
136.6984538,12.07372769,STAR
168.2295772,3.933267953,STAR
21.40901044,-6.63057727,GALAXY
223.4445044,24.01483665,GALAXY
228.4774745,22.45379791,GALAXY
234.7444225,20.14612591,GALAXY
236.7782264,19.2636886,GALAXY
230.3464392,21.83949126,GALAXY
245.2911511,15.59622808,GALAXY
214.8131571,56.61880898,GALAXY
236.8652328,55.23013008,GALAXY
22.87771547,30.26299856,QSO
25.94993298,29.77038425,QSO
178.9645287,57.79177861,STAR
171.5991751,57.38595416,QSO
171.7599515,57.27309714,QSO
173.9509945,57.63772856,QSO
328.3690653,-3.374292866,GALAXY
249.0172462,32.44785239,STAR
249.3097242,37.92485714,STAR
180.5126247,57.92303991,GALAXY
14.75301407,-8.055106504,GALAXY
137.9210361,-0.131684611,STAR
139.1839371,34.25434511,STAR
119.821528,18.85323902,GALAXY
121.0379876,19.33063235,GALAXY
174.1256956,57.50208711,QSO
143.0081102,44.7214411,GALAXY
138.9617061,20.40862515,GALAXY
29.55955191,-1.199101138,GALAXY
31.28315631,-1.142498299,GALAXY
14.28066695,-1.211367809,GALAXY
22.94548772,-1.211152431,QSO
8.195846198,1.774203596,GALAXY
258.4358913,36.38099205,STAR
329.0344238,45.61250756,STAR
331.9539628,1.28934865,GALAXY
346.1835028,1.698723498,GALAXY
1.172623012,-8.109099833,GALAXY
133.5304494,31.1924346,QSO
346.5566021,23.83577139,STAR
47.82375842,0.664722007,GALAXY
48.09703944,0.813522341,GALAXY
48.29156804,0.66441309,GALAXY
49.4064204,0.815252427,GALAXY
52.32439859,0.671294959,GALAXY
50.05980039,0.753062256,GALAXY
11.81202513,18.28440548,GALAXY
119.2371943,38.655352,GALAXY
240.3359967,38.48769275,STAR
214.0878651,15.73937075,GALAXY
219.0705605,62.5543619,GALAXY
235.9498769,55.5430296,GALAXY
348.4060867,18.65662558,STAR
161.59928,54.67808435,GALAXY
154.1212409,52.73252449,GALAXY
129.0651552,40.66704813,GALAXY
352.2467129,19.09021344,QSO
322.6754379,4.870565583,QSO
243.0068852,35.90368146,GALAXY
166.1994355,51.06104574,GALAXY
220.7606578,42.03019477,GALAXY
219.0789112,53.64892661,GALAXY
226.4068595,50.98482939,GALAXY
248.7710308,48.46106965,STAR
317.1085579,11.2764154,GALAXY
321.3073119,-0.565549527,QSO
30.64000245,-1.095822557,GALAXY
23.55442753,-1.103629222,GALAXY
6.616018346,-1.128273638,GALAXY
9.309934351,-1.125248044,GALAXY
18.08458527,-1.091558199,GALAXY
22.1390496,-1.07508609,GALAXY
24.3421011,-1.144383462,GALAXY
141.6559618,20.5159326,GALAXY
248.8891101,49.65061672,QSO
21.73403042,-3.849025101,GALAXY
224.7182081,47.1596942,QSO
356.6263148,18.4368379,QSO
166.1698581,27.57330499,STAR
166.1796456,27.53291864,STAR
124.4876174,22.09615311,GALAXY
140.851193,30.60323117,GALAXY
178.9341129,57.886108,STAR
182.7446883,57.98630068,STAR
208.0975469,52.09285566,QSO
242.1495475,37.16765041,QSO
278.2117155,42.37099068,STAR
278.2521669,42.31002001,STAR
279.7826808,42.03626743,STAR
54.5266197,0.824487358,GALAXY
345.5975135,25.56680624,QSO
326.1339717,5.191470358,STAR
219.2170544,14.94889795,GALAXY
113.3854231,27.92830231,GALAXY
157.6786561,47.76014244,GALAXY
140.6267346,34.87250915,STAR
333.5483234,-1.648011711,GALAXY
20.68203328,-6.726890196,GALAXY
21.89268189,-6.683845706,GALAXY
22.04606911,-6.713297666,GALAXY
22.65850082,-6.542652184,GALAXY
229.12665,22.28085737,GALAXY
234.8176812,20.10772485,GALAXY
192.0247783,29.44317934,GALAXY
6.08354738,1.594534083,STAR
36.28983741,0.972422201,STAR
18.90553282,30.8834351,STAR
240.4653266,37.72123566,GALAXY
240.7067313,37.45514032,GALAXY
354.3976155,8.737183181,GALAXY
238.247167,55.17608955,QSO
112.6523155,41.15236598,STAR
258.3418028,37.4676765,GALAXY
7.396639015,1.657823031,GALAXY
18.13177523,1.71533899,GALAXY
27.39510433,10.96228031,GALAXY
28.2019983,10.95997959,GALAXY
28.2158758,11.02577962,GALAXY
213.1216003,14.6509388,GALAXY
214.4155799,14.46129266,GALAXY
114.7990744,39.25618176,QSO
112.0077887,35.2078085,GALAXY
17.44939243,30.31288653,GALAXY
31.09886291,-1.142889517,GALAXY
31.17916883,-1.22136022,GALAXY
16.78597227,-1.139012138,GALAXY
24.18746397,-1.065318775,GALAXY
132.1090417,54.76949397,STAR
243.0145289,17.95932809,STAR
212.4391097,15.88115891,GALAXY
19.02759448,-10.14005837,STAR
119.0681027,18.62715353,STAR
224.8395429,47.13274327,QSO
110.6818711,42.41861359,GALAXY
52.32433309,0.81975885,GALAXY
58.15644601,0.821158146,GALAXY
52.70562184,0.636811771,GALAXY
47.98247967,40.66450395,STAR
345.0308713,7.355060867,STAR
128.6435285,40.15731227,GALAXY
142.9454691,18.00575782,GALAXY
144.4562268,18.23363311,GALAXY
151.0974977,19.9753896,GALAXY
159.4854719,21.68618569,GALAXY
157.1175575,47.82760598,GALAXY
166.9683588,66.31111479,GALAXY
243.1313694,36.39820415,QSO
228.2404766,45.46165479,QSO
197.0250783,37.69555735,GALAXY
116.4348482,16.36409897,QSO
131.763311,50.18568936,QSO
132.2865974,50.70243028,GALAXY
167.8512751,53.27496209,GALAXY
3.108392534,0.085568462,GALAXY
8.620459979,8.948105096,STAR
133.4207445,10.26910812,QSO
234.537385,0.213515846,QSO
123.9267242,43.33640481,GALAXY
124.1799899,43.59836959,GALAXY
20.85034761,30.50419123,STAR
20.85903796,30.47553094,STAR
22.36576908,30.2831773,STAR
25.71362509,29.80448319,QSO
217.1297917,26.20582429,GALAXY
51.01960279,-0.469116916,GALAXY
233.3341969,42.98164558,QSO
214.1355329,50.62756691,GALAXY
162.6272823,26.82561513,GALAXY
168.3426897,28.97145984,GALAXY
123.8010157,21.62128112,GALAXY
136.4750832,28.81921501,GALAXY
141.4363383,30.90752543,GALAXY
241.4083845,56.23878304,QSO
237.2004057,11.31958313,GALAXY
350.6524426,11.53762842,QSO
357.6933268,11.9237396,QSO
241.3995846,18.76551651,STAR
45.82503133,0.628240432,GALAXY
55.8123961,0.76025122,GALAXY
352.5976426,3.013268253,GALAXY
4.164098996,2.950232069,GALAXY
24.40449985,2.876141824,GALAXY
220.6766651,24.79490165,GALAXY
207.6907935,27.63260114,GALAXY
208.0944422,27.69028795,GALAXY
210.2868949,27.1960466,GALAXY
221.9906508,48.1076135,QSO
125.59015,0.001569658,STAR
130.897106,-0.014192654,STAR
184.3079494,7.517427629,GALAXY
219.494129,37.53451581,GALAXY
179.9001245,57.93072186,QSO
325.620147,0.96262617,GALAXY
132.1913577,50.73900923,GALAXY
154.1778275,50.33075583,GALAXY
150.4215684,48.95493027,GALAXY
159.9337915,51.76803324,QSO
177.897985,54.22895126,GALAXY
171.9810397,53.73131858,GALAXY
132.5016164,44.98709826,GALAXY
2.217795313,8.976028704,STAR
5.281168919,9.107405713,QSO
11.89554941,8.895560262,STAR
241.5014179,44.09829712,GALAXY
211.5620913,57.41817574,GALAXY
338.1815746,-1.678610535,GALAXY
339.0517757,-1.757394283,GALAXY
173.1660773,26.90570028,GALAXY
32.00003321,-1.084996623,GALAXY
212.9864934,14.68109503,GALAXY
353.2483979,26.24396113,QSO
190.7696512,22.23796594,GALAXY
353.9400363,9.768077832,GALAXY
356.888782,3.637812933,GALAXY
348.0968089,20.74876829,GALAXY
356.5638346,13.03493367,STAR
114.026931,47.76123384,GALAXY
56.88167628,0.641115521,GALAXY
53.78199089,0.803970832,GALAXY
324.0093319,0.882716341,GALAXY
321.3696242,0.920896418,GALAXY
321.9384026,0.872432434,GALAXY
323.5612165,0.932292577,GALAXY
139.6074863,0.849545834,QSO
164.1535307,-1.296337348,QSO
330.8440322,-3.33346129,GALAXY
148.1178796,19.31745268,GALAXY
6.099525935,21.04758108,GALAXY
28.85834251,-1.142684835,QSO
34.22735072,-1.144787508,GALAXY
209.4776052,56.25523679,GALAXY
257.329106,38.17638495,QSO
358.8513526,-8.023589758,GALAXY
110.5409226,40.83561364,STAR
51.26780031,-0.58808471,GALAXY
27.83875924,-1.6150004,GALAXY
32.56646717,4.528352492,GALAXY
174.2873779,-1.94973968,GALAXY
228.8778388,28.73271298,GALAXY
163.6923603,27.20826352,STAR
170.8010638,28.08243806,STAR
204.6711971,10.98694254,QSO
127.3813784,17.30032245,GALAXY
132.5018486,55.11902625,QSO
144.1755963,45.26256688,GALAXY
242.4065961,36.44399019,GALAXY
242.5324375,36.27464905,GALAXY
142.4678281,14.75978677,GALAXY
138.9334317,13.94169765,GALAXY
168.54144,57.00779013,GALAXY
173.208717,57.5678547,QSO
231.1423108,44.0824405,QSO
218.4846995,37.01791427,GALAXY
203.7474529,20.17817288,GALAXY
161.0144199,54.50986701,GALAXY
161.2057503,54.59180124,GALAXY
301.8263525,-10.77990673,STAR
181.3157872,51.06881083,GALAXY
141.9794229,14.57120825,GALAXY
140.0276492,0.844577676,GALAXY
133.298281,0.926271502,GALAXY
244.4558182,42.2073202,GALAXY
122.5293806,57.06035632,GALAXY
55.8148568,0.790194238,GALAXY
46.74991009,0.723943741,GALAXY
50.7464772,0.75091,GALAXY
50.49107398,0.772038202,GALAXY
249.6265695,31.89656545,GALAXY
7.141590039,18.71175393,GALAXY
162.4361645,26.79292193,QSO
165.8798021,27.35939413,STAR
248.7891748,0.396974567,GALAXY
42.56110323,0.742709936,STAR
138.221929,20.14475038,GALAXY
140.2963788,20.9004851,GALAXY
179.9789038,34.27083474,QSO
155.8965544,24.45236733,GALAXY
139.3015973,16.87513927,GALAXY
151.8840684,46.20990223,GALAXY
160.9080807,48.599767,GALAXY
28.88262168,-1.06223982,GALAXY
9.023894622,-1.112000887,GALAXY
21.79153968,-1.222441961,GALAXY
23.75952014,-1.161206915,GALAXY
21.61566711,30.41420619,QSO
27.42058569,29.62760825,GALAXY
117.6099353,9.21565732,STAR
241.0147456,37.28855825,GALAXY
135.8015672,40.45713462,GALAXY
259.6397852,35.44440093,STAR
56.94702543,0.658545865,GALAXY
3.981379186,-10.43790631,STAR
24.6293947,-1.602996729,GALAXY
37.18459906,4.286861647,GALAXY
256.144775,34.23943238,QSO
190.8358299,11.74266674,STAR
236.8109694,19.20102892,GALAXY
222.4239791,-1.683150917,QSO
124.8626552,44.35686298,GALAXY
126.1642712,45.19185713,GALAXY
112.0703003,32.06627142,STAR
174.6896483,7.421647838,GALAXY
152.6284722,42.76401271,GALAXY
166.5221988,46.05836321,GALAXY
223.3742786,36.29434574,GALAXY
328.4695557,1.062551558,STAR
164.5565362,27.2197912,STAR
202.9824416,11.11100028,QSO
29.42613681,10.90880225,GALAXY
244.1919891,8.288008258,GALAXY
214.8563248,14.43486594,GALAXY
320.7380156,-0.444205292,GALAXY
321.6452266,-0.557727595,STAR
29.72865506,-1.244332997,GALAXY
30.92239038,-1.12646188,GALAXY
14.6060058,-1.171652309,GALAXY
18.10331174,-10.23107972,STAR
283.7627157,19.83444896,STAR
2.203804117,5.02508839,GALAXY
164.9041625,56.28643357,QSO
166.2710108,56.56297047,QSO
112.1379959,44.65841599,GALAXY
51.6731737,0.695550087,GALAXY
50.88061552,0.667266233,GALAXY
46.21126776,0.688360524,GALAXY
237.7634727,11.15404128,GALAXY
218.6774663,37.08104984,QSO
234.4430736,26.3447057,GALAXY
148.189947,2.160810434,STAR
43.50775003,34.70307911,STAR
345.9866887,7.388075071,STAR
356.0703956,11.75581031,QSO
152.4709861,20.31375194,GALAXY
149.4316865,14.62635915,STAR
148.7944395,14.68718429,STAR
327.0903898,5.146822133,QSO
125.3319958,44.72959699,GALAXY
126.1564757,45.20071078,GALAXY
133.0972935,51.08289939,GALAXY
161.6124534,52.09320559,QSO
146.2322259,47.52492798,GALAXY
162.9795651,52.45396785,GALAXY
236.6972325,11.37290718,GALAXY
222.735002,14.38991434,GALAXY
28.43262934,0.183836818,GALAXY
0.738378992,0.130709324,GALAXY
0.525885266,9.105912711,QSO
254.5807517,31.84417162,GALAXY
356.7487262,3.650706067,GALAXY
349.0726831,19.14317857,GALAXY
353.2978956,10.83995164,GALAXY
225.6300958,23.34482247,GALAXY
234.7790308,20.11392588,GALAXY
188.3068715,29.71867978,GALAXY
190.2894233,29.53865946,GALAXY
11.50088658,18.30256604,QSO
172.8741352,33.94226961,QSO
183.8114748,34.42863659,QSO
173.0190884,57.53264519,QSO
27.00782499,-4.393224729,GALAXY
345.5584944,25.82264998,STAR
30.68859682,-1.099024844,GALAXY
11.35103599,-1.235734426,GALAXY
18.63298633,-1.156210197,GALAXY
352.9593377,-1.239282201,GALAXY
286.3293912,40.00308293,STAR
240.7020672,18.84124198,STAR
127.0878839,0.855887996,GALAXY
358.8696638,20.95857615,GALAXY
9.349325215,4.708238782,QSO
14.28104609,-8.159847497,GALAXY
139.0770873,34.22422197,QSO
56.51508667,-0.450625452,GALAXY
49.35762966,-0.580627762,GALAXY
28.25996904,-1.5730102,GALAXY
253.6148675,31.73121262,GALAXY
162.3802533,26.93193515,STAR
165.5552961,27.40785219,STAR
120.995477,19.71178576,GALAXY
133.1671029,23.49055678,GALAXY
194.8263878,3.135799163,GALAXY
113.3248916,46.75263055,GALAXY
47.50061414,0.683176166,GALAXY
50.81902628,0.787805243,GALAXY
55.72111064,0.691494859,GALAXY
57.04182545,0.765396009,GALAXY
54.50003606,0.767943162,GALAXY
223.973977,47.44746357,STAR
224.9767742,44.89573918,QSO
330.0017813,1.050647772,QSO
10.3626091,1.54373415,GALAXY
237.4101662,55.64474857,QSO
238.9396279,54.61172238,QSO
240.1216558,53.80674955,QSO
108.670446,40.268584,STAR
124.2246659,43.69431828,GALAXY
124.2855438,43.69264363,GALAXY
124.6698508,44.18606281,GALAXY
125.7668351,45.04540573,GALAXY
97.46429352,26.52240646,STAR
235.5624883,11.66878521,GALAXY
119.7195538,9.787799682,GALAXY
137.0111998,16.1528861,GALAXY
222.6997163,23.99780048,GALAXY
197.2280612,58.12399529,GALAXY
203.3326243,57.28852622,GALAXY
255.9906417,40.25013161,STAR
18.36154172,30.35021004,GALAXY
321.1909202,-0.569906689,STAR
321.9276245,-0.514721117,QSO
13.112749,-1.126126613,GALAXY
20.24009662,-1.116001655,QSO
43.22008091,-2.447171712,GALAXY
134.6160654,26.64899127,GALAXY
30.47208993,4.709339111,GALAXY
43.45287139,3.992500343,GALAXY
243.5055235,17.91294361,STAR
118.5859908,53.25808588,GALAXY
48.23390389,0.81953502,GALAXY
49.65427912,0.639102089,GALAXY
47.01140464,0.759272481,GALAXY
43.70947346,34.97103592,STAR
11.76227872,-3.015226984,GALAXY
181.3615728,57.96826286,STAR
224.0443308,47.44842212,STAR
234.4303458,42.34626072,QSO
235.6788987,41.48193303,STAR
240.7944507,38.11605098,STAR
124.1673835,43.70660081,GALAXY
125.0816281,44.36016465,GALAXY
125.3348553,44.76323922,GALAXY
139.1067824,16.87221205,GALAXY
117.277244,36.68095113,GALAXY
97.82169273,82.76442096,STAR
243.497603,21.16714217,QSO
237.6209762,18.97676904,GALAXY
143.1587792,30.2531303,STAR
156.6283111,50.93353044,GALAXY
169.6182993,53.57683192,GALAXY
182.9189816,54.53330707,GALAXY
212.3654966,44.63596095,GALAXY
36.00861303,23.38984314,GALAXY
27.40248394,29.49230147,QSO
241.6510044,36.9693331,GALAXY
219.4106312,42.65508735,GALAXY
339.440542,-1.739341203,GALAXY
345.7037705,25.00464639,GALAXY
14.11862615,3.02571222,GALAXY
193.0122913,29.44009744,GALAXY
231.6535148,21.21142457,GALAXY
151.869055,33.4640105,QSO
157.6097859,34.94340688,QSO
144.4229138,30.93355667,QSO
178.6080406,57.89682306,QSO
131.8115437,-0.174530419,STAR
132.6772294,55.0279918,QSO
133.5796818,55.63187257,STAR
138.8310071,20.31226345,GALAXY
241.2270208,53.08795644,STAR
47.55936809,-0.540036161,GALAXY
169.451232,27.98036391,QSO
128.9920655,24.80251106,GALAXY
139.73436,30.27586485,GALAXY
123.2920223,21.31403376,GALAXY
332.8638813,27.07959143,GALAXY
10.44877264,30.90994839,GALAXY
321.5778559,-0.474111385,QSO
36.04264306,-1.078819945,GALAXY
344.2297197,7.866179579,GALAXY
132.7128635,31.52372812,GALAXY
238.8944148,46.3487312,GALAXY
48.53905308,0.697011946,GALAXY
242.7914929,50.88141161,GALAXY
